Unnamed: 0,tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label
5,tt0011439,The Mark of Zorro,1920,79,2439.0,True
10,tt0012532,Ớrpháns ớf thé Stớrm,1921,150,0.0,True
13,tt0013933,The Faithful Heart,1923,87,1252.0,True
31,tt0015400,The Thief of Bagdad,1924,155,6001.0,True
33,tt0015842,The Joyless Street,1925,125,1554.0,True
41,tt0016544,The Wizard of Oz,1925,95,1497.0,False
43,tt0016641,Ben-Hur: A Tale of the Christ,1925,143,7539.0,True
49,tt0017463,3 Bad Men,1926,92,1165.0,True
55,tt0018379,7th Heaven,1927,110,3499.0,True
58,tt0018528,The Unknown,1927,63,7850.0,True
60,tt0018684,Beggars of Life,2007,100,1093.0,True
86,tt0021884,Frankenstein,1931,70,69780.0,True
100,tt0022787,Wooden Crosses,1932,115,1409.0,True
105,tt0023303,One Hour with You,1932,78,2389.0,True
114,tt0023937,Pássing Fáncy,1933,100,1306.0,True
121,tt0024127,Our Flags Lead Us Forward,1933,95,1733.0,False
133,tt0024902,Blue Steel,1934,54,1546.0,False
145,tt0025898,Tớni,1935,84,1766.0,True
170,tt0028021,Osaka Elegy,1936,71,2253.0,True
186,tt0028708,Charlie Chan at the Olympics,1937,71,0.0,True
194,tt0029192,Make Way for Tomorrow,1937,91,8144.0,True
199,tt0029440,The Prince and the Pauper,1937,118,2482.0,True
201,tt0029608,Stella Dallas,1937,106,5254.0,True
207,tt0029947,Bringing Up Baby,1938,102,59515.0,True
212,tt0030241,Hớlidáy,2007,95,15746.0,True
230,tt0031381,Gone with the Wind,1939,238,303845.0,True
246,tt0031951,Sớn ớf Fránkénstéin,1939,99,9957.0,True
267,tt0032617,I Love You Again,1940,99,3232.0,True
278,tt0033045,The Shop Around the Corner,2007,99,30968.0,True
303,tt0034162,Thé Séá Wớlf,1941,100,3661.0,True
304,tt0034224,Spooks Run Wild,1941,65,1688.0,False
306,tt0034398,Thé Wớlf Mán,1941,70,25976.0,True
313,tt0034587,Cat People,1942,73,0.0,True
333,tt0035429,Wént thé Dáy Wéll?,1942,92,3549.0,True
335,tt0035446,To Be or Not to Be,1942,99,34514.0,True
337,tt0035567,Woman of the Year,1942,114,9842.0,True
365,tt0037017,Lifeboat,1944,97,28060.0,True
389,tt0037885,Love Letters,1945,101,1544.0,True
424,tt0039208,Boomerang!,1947,88,0.0,True
427,tt0039302,Dark Passage,1947,106,19034.0,True
433,tt0039536,Kiss of Death,1947,99,8064.0,True
463,tt0040536,Letter from an Unknown Woman,1948,87,11921.0,True
476,tt0040866,La Terra Trema,1948,160,4876.0,True
484,tt0041386,The Fountainhead,1949,114,0.0,True
486,tt0041460,The Hidden Room,1949,96,1895.0,True
493,tt0041699,Stray Dog,1949,122,16502.0,True
505,tt0042209,At War with the Army,1950,93,2325.0,False
507,tt0042235,Beauty and the Devil,1950,96,1550.0,True
529,tt0043286,Angels in the Outfield,1951,99,2314.0,True
531,tt0043338,Ace in the Hole,1951,111,34375.0,True
539,tt0043757,Lost Continent,1951,83,1497.0,False
542,tt0043879,On Dangerous Ground,1951,82,6857.0,True
548,tt0043959,Rawhide,1951,89,2645.0,True
553,tt0044320,Abbott and Costello Meet Captain Kidd,1952,70,2135.0,False
561,tt0044741,Ikiru,1952,143,74694.0,True
567,tt0044982,Thé Flávớr ớf Gréén Téá Ớvér Ricé,1952,116,2833.0,True
574,tt0045201,Thé Strángér in Bétwéén,1952,84,1030.0,True
578,tt0045465,99 River Street,2007,83,2842.0,True
589,tt0045826,Glen or Glenda,1953,65,8491.0,False
603,tt0046375,The Stranger Wore a Gun,2007,83,0.0,False
619,tt0047296,On the Waterfront,1954,108,149783.0,True
633,tt0047878,The Big Combo,1955,87,7256.0,True
649,tt0048424,Thé Night ớf thé Húntér,1955,92,86393.0,True
651,tt0048473,Pather Panchali,1955,125,29571.0,True
652,tt0048488,The Phenix City Story,1955,100,2581.0,True
671,tt0049012,The Burmese Harp,1956,116,5758.0,True
677,tt0049223,Forbidden Planet,1956,98,47621.0,True
692,tt0049615,"The Phantom from 10,000 Leagues",2007,81,1700.0,False
720,tt0050545,Invásiớn ớf thé Sáúcér Mén,1957,69,1812.0,False
725,tt0050665,Madhumati,1958,110,1394.0,True
731,tt0050976,The Seventh Seal,1957,96,177539.0,True
753,tt0051845,The Last Hurrah,1958,121,3504.0,True
760,tt0052005,No Time for Sergeants,1958,119,3938.0,True
769,tt0052216,Big Deal on Madonna Street,1958,106,10091.0,True
778,tt0052561,Ánátớmy ớf á Múrdér,1959,161,64067.0,True
780,tt0052600,Ballad of a Soldier,1959,88,10124.0,True
781,tt0052609,Beast from Haunted Cave,2007,72,1949.0,False
808,tt0053133,Odds Against Tomorrow,1959,96,4461.0,True
832,tt0053636,The Baroness from the Gas Station,1960,122,1086.0,True
848,tt0053987,The Steamroller and the Violin,1961,46,6151.0,True
850,tt0054042,Macario,1960,91,3212.0,True
853,tt0054086,The Millionairess,1960,90,1791.0,False
874,tt0054393,Tormented,2007,75,2496.0,False
901,tt0055184,The Misfits,2007,125,19925.0,True
918,tt0055618,Whistle Down the Wind,2007,99,3328.0,True
919,tt0055630,Yojimbo,1961,110,118426.0,True
923,tt0055805,Bớccácciớ '70,1962,205,4325.0,True
924,tt0055824,Cape Fear,1962,106,28146.0,True
926,tt0055850,Chushingura,2007,207,2014.0,True
929,tt0055913,Divorce Italian Style,1961,105,12370.0,True
950,tt0056264,Mutiny on the Bounty,1962,178,15843.0,True
960,tt0056636,A Monkey in Winter,1962,105,0.0,True
964,tt0056860,Beach Party,1963,101,2069.0,False
974,tt0057083,Fun in Acapulco,1963,97,3178.0,False
984,tt0057360,A New Kind of Love,1963,110,1397.0,False
999,tt0057715,Zatoichi the Fugitive,1963,86,1712.0,True
1004,tt0057919,Carry on Jack,1964,91,2224.0,False
1006,tt0057935,Charulata,1964,117,5973.0,True
1021,tt0058311,Hércúlés Ágáinst thé Mớớn Mén,1964,90,1844.0,False
1034,tt0058564,Seduced and Abandoned,1964,118,0.0,True
1044,tt0058898,Alphaville,1965,99,24406.0,True
1048,tt0059012,Chimes at Midnight,1965,119,8655.0,True
1064,tt0059464,Monster a Go-Go,1965,68,11387.0,False
1066,tt0059529,Triumph Over Violence,1965,138,1666.0,True
1081,tt0059856,Vague Stars of Ursa...,1965,105,1913.0,True
1082,tt0059878,Village of the Giants,1965,81,2316.0,False
1086,tt0060138,Au hasard Balthazar,1966,95,19440.0,True
1106,tt0060666,Mánớs: Thé Hánds ớf Fáté,1966,70,35858.0,False
1118,tt0061132,The Hawks and the Sparrows,2007,89,4609.0,True
1120,tt0061162,"War and Peace, Part II: Natasha Rostova",1966,98,1414.0,True
1128,tt0061395,Belle de Jour,1967,100,42825.0,True
1151,tt0061709,Day of Anger,1967,111,4590.0,True
1160,tt0061814,The Incident,1967,107,3929.0,True
1174,tt0062228,Our Folks,1967,81,3450.0,True
1203,tt0063050,Thé Héárt Is á Lớnély Húntér,1968,123,3915.0,True
1205,tt0063135,Inspéctớr Clớúséáú,1968,96,0.0,False
1231,tt0063790,Vớyágé tớ thé Plánét ớf Préhistớric Wớmén,1968,78,0.0,False
1234,tt0063876,Bớy,2007,105,1569.0,True
1254,tt0064451,A Touch of Zen,2007,200,5981.0,True
1276,tt0065234,Z,1969,127,26606.0,True
1279,tt0065417,Days and Nights in the Forest,1970,115,0.0,True
1290,tt0065724,Fivé Éásy Piécés,1970,98,0.0,True
1296,tt0065955,Á Lớvé Stớry,2007,115,6589.0,True
1314,tt0066491,Tristana,1970,99,11421.0,True
1318,tt0066516,Valerie and Her Week of Wonders,2007,77,9325.0,True
1345,tt0067047,Emil of Lonneberga,1971,95,4084.0,True
1353,tt0067164,Guddi,1971,121,1071.0,True
1382,tt0067927,Vanishing Point,1971,99,28045.0,True
1392,tt0068205,Love in the Afternoon,1972,97,7639.0,True
1416,tt0068659,Greaser's Palace,2007,91,1036.0,False
1445,tt0069452,Walter Defends Sarajevo,1972,133,2487.0,True
1448,tt0069530,Z.P.G.,1972,97,1405.0,False
1469,tt0070212,The Iceman Cometh,1973,239,1580.0,True
1502,tt0071198,The Bat People,1974,93,2475.0,False
1517,tt0071622,The Clockmaker of St. Paul,1974,105,2407.0,True
1530,tt0072263,Ten Little Indians,1974,105,0.0,False
1548,tt0072934,A Pain in the Ass,1973,85,3125.0,True
1552,tt0072979,Female Trouble,1974,89,8991.0,True
1587,tt0074279,Cannonball!,1976,93,4547.0,False
1591,tt0074312,Chinese Roulette,1976,86,4029.0,True
1596,tt0074441,The Duchess and the Dirtwater Fox,1976,103,1803.0,False
1599,tt0074475,Embryo,1976,104,0.0,False
1612,tt0074633,Hollywood Boulevard,1976,83,1220.0,False
1621,tt0074860,Marathon Man,1976,125,61375.0,True
1628,tt0075002,The Olsen Gang Sees Red,1976,100,2156.0,True
1636,tt0075268,Stáy Húngry,2007,102,4377.0,False
1641,tt0075656,Thé Álién Fáctớr,1978,80,1031.0,False
1668,tt0076245,Julia,2007,117,9341.0,True
1680,tt0076709,Game of Death II,1980,96,3131.0,False
1702,tt0077372,Corvette Summer,1978,105,3059.0,False
1707,tt0077474,Thé Drivér,1978,91,15646.0,True
1712,tt0077651,Halloween,1978,91,260115.0,True
1713,tt0077655,Last Hurrah for Chivalry,1979,106,0.0,True
1726,tt0078087,Piranha,1978,94,20905.0,False
1745,tt0078784,A Respectable Life,1979,102,1140.0,True
1748,tt0078846,Bénéáth thé Válléy ớf thé Últrá-Vixéns,1979,93,3035.0,False
1750,tt0078875,The Tin Drum,1979,142,23497.0,True
1759,tt0079117,Escape to Athena,1979,125,4970.0,False
1768,tt0079510,Thé Máin Évént,1979,112,0.0,False
1773,tt0079596,My Brilliant Career,1979,100,4201.0,True
1777,tt0079764,Five Evenings,1979,108,1227.0,True
1781,tt0079855,Savage Weekend,1979,88,1540.0,False
1790,tt0080117,The Wanderers,1979,112,10769.0,True
1809,tt0080707,The Exterminator,1980,104,5399.0,False
1812,tt0080853,The Hearse,1980,99,2034.0,False
1847,tt0082222,Man of Iron,1981,156,3330.0,True
1867,tt0082528,Hot Bubblegum,1981,90,0.0,False
1872,tt0082694,The Road Warrior,1981,96,174374.0,True
1879,tt0082755,Teddy Bear,1981,111,5813.0,True
1901,tt0083203,Time for Revenge,1981,112,0.0,True
1914,tt0083591,Attack Force Z,1981,93,2383.0,False
1919,tt0083743,La colmena,2007,112,1016.0,True
1930,tt0083972,Friday the 13th Part III,1982,95,0.0,False
1933,tt0084028,Absurd,1981,96,2816.0,False
1936,tt0084133,The Incubus,2007,93,0.0,False
1957,tt0084628,Sans Soleil,1983,104,10484.0,True
1961,tt0084667,Shakti,1982,166,0.0,True
1975,tt0084865,Victor Victoria,1982,134,20746.0,True
1976,tt0084887,Báttlétrúck,1982,91,1298.0,False
1993,tt0085384,Curse of the Pink Panther,1983,109,5903.0,False
2009,tt0085748,"Jára Cimrman Lying, Sleeping",1983,81,1018.0,True
2042,tt0086319,The Snowdrop Festivities,1984,83,1456.0,True
2058,tt0086543,The 4th Man,1983,102,7596.0,True
2060,tt0086567,WárGámés,1983,114,95954.0,True
2061,tt0086610,Xtrớ,1982,86,6760.0,False
2105,tt0087800,A Nightmare on Elm Street,1984,91,224613.0,True
2106,tt0087803,1984,1984,113,0.0,True
2124,tt0088241,Vớyágé tớ Cythérá,1984,120,2565.0,True
2125,tt0088247,The Terminator,1984,107,826119.0,True
2131,tt0088380,Warrior of the Lost World,1984,92,2641.0,False
2134,tt0088757,Avenging Angel,1985,93,1527.0,False
2145,tt0088967,Crimewave,1985,83,5585.0,False
2147,tt0089002,Death Warmed Up,1984,82,1194.0,False
2155,tt0089271,The Adventures of Hercules,1985,88,1359.0,False
2163,tt0089421,King Solomon's Mines,1985,100,13252.0,False
2164,tt0089501,Screwballs II,1985,92,1310.0,False
2165,tt0089560,Mask,1985,120,27829.0,True
2177,tt0089748,When Father Was Away on Business,1985,136,0.0,True
2187,tt0089957,Samaya obayatelnaya i privlekatelnaya,1985,81,1773.0,True
2192,tt0090073,Stick,1985,109,2031.0,False
2212,tt0090753,Blúé City,1986,83,1186.0,False
2216,tt0090888,Crossroads,1986,99,15455.0,True
2252,tt0091653,Nothing in Common,1986,118,6929.0,False
2277,tt0092288,The Zero Boys,1986,89,2396.0,False
2307,tt0092963,The Emperor's Naked Army Marches On,1987,122,1739.0,True
2343,tt0093593,On the Silver Globe,1988,166,3003.0,True
2346,tt0093713,Pelle the Conqueror,1987,157,0.0,True
2360,tt0093990,Slaughterhouse,1987,85,2061.0,False
2367,tt0094061,Stripped to Kill,1987,88,1387.0,False
2372,tt0094169,Tough Guys Don't Dance,1987,110,1483.0,False
2405,tt0094997,Demonia,1990,88,0.0,False
2420,tt0095302,High Hopes,1988,108,5055.0,True
2425,tt0095452,King Size,1988,105,2962.0,True
2440,tt0095800,The Bear,2007,96,17446.0,True
2442,tt0095889,Poltergeist III,1988,98,18156.0,False
2456,tt0096094,She's Having a Baby,1988,106,12554.0,False
2459,tt0096223,Tápéhéáds,1988,93,4053.0,False
2462,tt0096321,Twister,2007,93,0.0,False
2469,tt0096523,L'étudiante,1988,104,1965.0,False
2491,tt0097372,For All Mankind,1989,80,5548.0,True
2492,tt0097373,For Queen & Country,1988,105,2380.0,False
2501,tt0097534,Howling V: The Rebirth,1989,96,2565.0,False
2503,tt0097570,In Country,1989,120,2889.0,False
2509,tt0097727,A legényanya,1989,80,0.0,True
2519,tt0097911,Mớớntráp,1988,92,3298.0,False
2525,tt0098040,Otto - Der Außerfriesische,1989,92,2467.0,False
2532,tt0098189,The Journey to Melonia,1989,104,1325.0,True
2541,tt0098347,Slávés ớf Néw Yớrk,1989,124,1003.0,False
2542,tt0098350,Slipstream,1989,102,2612.0,False
2547,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,102,4625.0,False
2556,tt0099142,BlackJack,1990,111,1503.0,False
2559,tt0099204,Cadillac Man,1990,97,14048.0,False
2566,tt0099399,Delta Force 2: The Colombian Connection,1990,111,7301.0,False
2567,tt0099441,Distúrbéd,1990,96,1851.0,False
2575,tt0099669,My Father's Glory,1990,105,6390.0,True
2580,tt0099739,Hard to Kill,1990,96,29150.0,False
2595,tt0100112,The Hairdresser's Husband,1990,82,9501.0,True
2606,tt0100405,Pretty Woman,1990,119,307984.0,True
2616,tt0100681,Everybody's Fine,1990,118,0.0,True
2630,tt0101428,The Beautiful Troublemaker,1991,238,7942.0,True
2643,tt0101675,Dead Space,1991,72,1074.0,False
2652,tt0101921,Fried Green Tomatoes,1991,130,71692.0,True
2663,tt0102343,Love Potion No. 9,1992,92,13889.0,False
2672,tt0102587,Only Yesterday,1991,118,30127.0,True
2683,tt0102910,Shock 'Em Dead,1991,93,1050.0,False
2686,tt0102943,Slacker,1990,97,21022.0,True
2688,tt0103010,Surviving Desire,1992,53,1531.0,True
2712,tt0103956,Child's Play 3,1991,90,39357.0,False
2714,tt0104014,Áll Ládiés Dớ It,1992,93,4600.0,False
2720,tt0104114,The Distinguished Gentleman,1992,112,0.0,False
2722,tt0104187,Encino Man,1992,88,39238.0,False
2740,tt0104761,Lotta på Bråkmakargatan,1992,74,1354.0,False
2761,tt0105287,Sex and Zen,1991,99,2344.0,False
2783,tt0105888,And Life Goes On,1992,95,5587.0,True
2795,tt0106438,Blue,1993,79,2188.0,True
2806,tt0106701,Dennis the Menace,1993,94,59722.0,False
2812,tt0106881,Féárléss,1993,122,0.0,True
2814,tt0106950,Fortress,1992,95,28439.0,False
2818,tt0107107,Hexed,1993,90,1667.0,False
2826,tt0107282,The Joy Luck Club,1993,139,0.0,True
2851,tt0107953,Return of the Living Dead III,1993,97,14898.0,False
2853,tt0108101,Shadowlands,1993,131,18289.0,True
2893,tt0109439,City Slickérs II: Thé Légénd ớf Cúrly's Gớld,1994,116,19187.0,False
2902,tt0109515,Cyber Tracker,1994,91,1274.0,False
2904,tt0109529,Dance Me Outside,1994,84,0.0,True
2912,tt0109783,The Favor,1994,97,2820.0,False
2916,tt0109830,Forrest Gump,1994,142,1932502.0,True
2921,tt0109959,Gunmen,1993,94,3535.0,False
2937,tt0110222,Kábhi Háán Kábhi Náá,1994,158,17964.0,True
2944,tt0110322,Legends of the Fall,1994,133,158354.0,True
2951,tt0110521,Mina Tannenbaum,1994,128,1029.0,True
2976,tt0111175,Shrunken Heads,1994,86,1342.0,False
2982,tt0111400,Terminal Velocity,1994,102,13512.0,False
2986,tt0111512,The Legend of Drunken Master,1994,102,44843.0,True
2999,tt0112453,Balto,2007,78,42057.0,True
3004,tt0112553,Bombay,1995,141,12268.0,True
3014,tt0112740,Crimsớn Tidé,1995,116,108499.0,True
3030,tt0113277,Heat,2007,170,616475.0,True
3032,tt0113429,"Institute Benjamenta, or This Dream That One Calls Human Life",1995,105,1853.0,True
3038,tt0113533,Bớrn tớ Bé Wild,1995,100,1524.0,False
3064,tt0113987,Nixon,1995,192,30228.0,True
3075,tt0114432,Hidden Assassin,2007,104,2184.0,False
3078,tt0114478,Smoke,2007,112,35503.0,True
3086,tt0114709,Tớy Stớry,1995,81,937386.0,True
3106,tt0115633,Bastard Out of Carolina,1996,98,0.0,True
3111,tt0115676,Big Bully,1996,90,4961.0,False
3133,tt0116231,The Bandit,1996,128,68360.0,True
3144,tt0116405,Getting Away with Murder,2007,91,1370.0,False
3145,tt0116407,Gháták: Léthál,1996,158,3528.0,True
3147,tt0116480,Hamsun,1996,159,1558.0,True
3171,tt0116897,Littlé Witchés,2007,90,0.0,False
3185,tt0117260,Original Gangstas,1996,99,1721.0,False
3206,tt0117723,Spy Hard,1996,81,37349.0,False
3216,tt0117913,A Time to Kill,1996,149,145215.0,True
3224,tt0118138,Werner - Das muss kesseln!!!,1996,85,3158.0,False
3236,tt0118750,Booty Call,1997,79,8727.0,False
3239,tt0118788,Lucky Star,1997,110,2434.0,True
3241,tt0118818,Career Girls,1997,83,0.0,True
3267,tt0119215,Good Burger,1997,95,28183.0,False
3281,tt0119385,Iruvar,1997,140,5767.0,True
3284,tt0119448,Cháráctér,1997,122,0.0,True
3288,tt0119522,Letters from a Killer,1998,104,2293.0,False
3314,tt0120112,She's So Lovely,1997,100,0.0,False
3320,tt0120177,Spáwn,1997,96,66753.0,False
3333,tt0120522,Winter Sleepers,1997,122,4449.0,True
3354,tt0120753,The Million Dollar Hotel,2000,122,21369.0,False
3362,tt0120851,Sweepers,1998,96,1777.0,False
3389,tt0125301,Who Wants to Kill Jessie?,1966,80,1026.0,True
3397,tt0126859,The Loss of Sexual Innocence,1999,106,3248.0,False
3466,tt0140090,Guna,1991,167,2638.0,True
3484,tt0143338,Killer Crocodile,1989,90,1230.0,False
3492,tt0144120,Bride of Chucky,1998,89,56463.0,False
3513,tt0150915,Hilary and Jackie,1998,121,10154.0,True
3525,tt0155796,Dr. Akagi,1998,129,1532.0,True
3535,tt0157075,The Suburbans,1999,81,2359.0,False
